hid,size,occupants,race
9690,1,[24415],White
9691,1,[10398],White
9692,3,"[8597, 20201, 15955]",White
9693,2,"[29431, 21720]",White
9694,2,"[7890, 16389]",White
9695,2,"[6616, 14416]",White
9696,2,"[11056, 18102]",White
9697,1,[40341],White
9698,1,[6754],White
9699,2,"[907, 9560]",White
9700,3,"[8984, 23464, 1036]",White
9701,2,"[40701, 40324]",White
9702,1,[41489],White
9703,4,"[37328, 6920, 30050, 29425]",White
9704,2,"[22250, 11736]",White
9705,4,"[38014, 8688, 5551, 3953]",White
9706,1,[14537],White
9707,1,[23095],White
9708,2,"[5886, 8254]",White
9709,1,[961],White
9710,2,"[3575, 132]",White
9711,2,"[28716, 10507]",White
9712,3,"[12766, 13235, 34453]",White
9713,1,[15907],White
9714,4,"[12588, 31452, 20799, 6083]",White
9715,1,[19945],White
9716,1,[36141],White
9717,2,"[17941, 17416]",White
9718,4,"[32552, 5726, 3057, 17546]",White
9719,4,"[25015, 8993, 17788, 36283]",White
9720,1,[39929],White
9721,1,[26141],White
9722,2,"[34549, 40350]",White
9723,2,"[29803, 43798]",White
9724,2,"[4829, 20936]",White
9725,3,"[11461, 23219, 28049]",White
9726,7,"[32727, 15821, 15298, 2675, 17917, 30319, 26747]",White
9727,2,"[32867, 14922]",White
9728,4,"[17508, 30238, 11775, 15090]",White
9729,4,"[7400, 20639, 35082, 2865]",White
9730,2,"[19888, 31479]",White
9731,1,[886],White
9732,2,"[32167, 42916]",White
9733,1,[30598],White
9734,1,[6189],White
9735,2,"[6495, 4547]",White
9736,4,"[36853, 31403, 6085, 22862]",White
9737,2,"[38529, 16677]",White
9738,3,"[39764, 8030, 5013]",White
9739,6,"[42921, 26633, 8652, 34280, 16362, 15543]",White
9740,2,"[9325, 19502]",White
9741,2,"[9417, 35072]",White
9742,1,[12024],White
9743,2,"[20999, 15912]",White
9744,2,"[35839, 27333]",White
9745,2,"[20561, 478]",White
9746,1,[1966],White
9747,4,"[1377, 20570, 42596, 44082]",White
9748,3,"[39134, 12058, 36512]",White
9749,1,[10258],White
9750,3,"[43645, 16045, 13093]",White
9751,1,[43957],White
9752,1,[23449],White
9753,2,"[41662, 22818]",White
9754,1,[3478],White
9755,4,"[10981, 28823, 21222, 33457]",White
9756,3,"[8634, 38200, 1195]",White
9757,3,"[40517, 41846, 16724]",White
9758,3,"[21750, 22536, 26468]",White
9759,2,"[237, 22613]",White
9760,4,"[15565, 44269, 2772, 18510]",White
9761,1,[31832],White
9762,2,"[40702, 9370]",White
9763,2,"[40529, 20096]",White
9764,4,"[44373, 20105, 23807, 5087]",White
9765,7,"[26876, 19696, 39275, 42278, 13852, 14910, 37217]",White
9766,4,"[2776, 24646, 35246, 16600]",White
9767,3,"[25263, 3966, 42570]",White
9768,4,"[33578, 3207, 2302, 5727]",White
9769,2,"[19216, 16431]",White
9770,5,"[12070, 31159, 34861, 14837, 42354]",White
9771,4,"[644, 6613, 8539, 41107]",White
9772,2,"[30993, 28994]",White
9773,1,[32101],White
9774,2,"[22438, 4395]",White
9775,1,[34223],White
9776,3,"[5595, 12021, 12613]",White
9777,3,"[8385, 15511, 20832]",White
9778,2,"[43786, 22823]",White
9779,2,"[34808, 30502]",White
9780,1,[12632],White
9781,3,"[33009, 21804, 31819]",White
9782,1,[41967],White
9783,2,"[36989, 17612]",White
9784,3,"[25409, 41746, 14157]",White
9785,1,[34647],White
9786,2,"[21667, 35888]",White
9787,3,"[30687, 26617, 24247]",White
9788,2,"[1752, 26173]",White
9789,2,"[29576, 27837]",White
9790,4,"[19823, 12051, 41653, 40506]",White
9791,2,"[26095, 44056]",White
9792,2,"[23333, 41839]",White
9793,1,[34457],White
9794,4,"[41440, 9919, 27991, 20177]",White
9795,2,"[15818, 14458]",White
9796,4,"[22331, 4502, 37327, 17973]",White
9797,4,"[9907, 23401, 31167, 13926]",White
9798,2,"[14242, 18170]",White
9799,4,"[22229, 40553, 17754, 25927]",White
9800,1,[21912],White
9801,1,[18136],White
9802,1,[13664],White
9803,3,"[43732, 2402, 39001]",White
9804,1,[2573],White
9805,3,"[24971, 4135, 31586]",White
9806,4,"[11879, 36434, 2396, 26436]",White
9807,4,"[23573, 3844, 29849, 44505]",White
9808,3,"[38820, 18686, 9877]",White
9809,4,"[36538, 17419, 3534, 30482]",White
9810,4,"[7809, 11519, 33366, 43016]",White
9811,2,"[42761, 34738]",White
9812,1,[28787],White
9813,4,"[24040, 33416, 35149, 3832]",White
9814,2,"[2914, 42431]",White
9815,1,[5194],White
9816,1,[33604],White
9817,2,"[14439, 17117]",White
9818,2,"[32029, 29377]",White
9819,3,"[5879, 35357, 13640]",White
9820,2,"[34316, 38946]",White
9821,1,[31090],White
9822,1,[2255],White
9823,1,[16508],White
9824,2,"[3037, 33874]",White
9825,4,"[6964, 41872, 11568, 42905]",White
9826,2,"[8027, 19528]",White
9827,1,[9577],White
9828,1,[31165],White
9829,6,"[42918, 37422, 33718, 31130, 13009, 25971]",White
9830,4,"[2639, 31802, 7968, 29402]",White
9831,1,[42161],White
9832,3,"[43085, 11420, 35879]",White
9833,3,"[21461, 15034, 20051]",White
9834,4,"[16664, 18293, 39072, 33901]",White
9835,3,"[35050, 1979, 4087]",White
9836,3,"[11828, 24427, 2580]",White
9837,2,"[6948, 33820]",White
9838,2,"[1213, 24723]",White
9839,2,"[10502, 21200]",White
9840,3,"[26914, 5265, 32543]",White
9841,3,"[34790, 44300, 7012]",White
9842,1,[44288],White
9843,1,[21454],White
9844,2,"[33806, 39793]",White
9845,1,[32414],White
9846,2,"[38549, 35280]",White
9847,2,"[6211, 4934]",White
9848,7,"[15898, 35351, 9021, 13243, 7364, 23871, 28845]",White
9849,4,"[19448, 162, 37461, 43868]",White
9850,1,[36601],White
9851,2,"[15900, 36908]",White
9852,1,[13812],White
9853,1,[6100],White
9854,1,[34645],White
9855,1,[2989],White
9856,2,"[41214, 30763]",White
9857,1,[27841],White
9858,2,"[40773, 12149]",White
9859,1,[29921],White
9860,1,[1011],White
9861,1,[16769],White
9862,3,"[11956, 32996, 22427]",White
9863,1,[27546],White
9864,2,"[5005, 2471]",White
9865,7,"[19054, 20494, 359, 8806, 19423, 9845, 20347]",White
9866,4,"[12568, 17763, 4107, 22355]",White
9867,2,"[8327, 18734]",White
9868,1,[28634],White
9869,5,"[10816, 33606, 14975, 35753, 9051]",White
9870,4,"[30402, 35481, 31091, 39083]",White
9871,2,"[2756, 2408]",White
9872,1,[3569],White
9873,1,[19149],White
9874,4,"[3200, 20690, 40133, 10537]",White
9875,4,"[35650, 837, 31509, 44370]",White
9876,3,"[20207, 24113, 41096]",White
9877,1,[19739],White
9878,3,"[39954, 8587, 29662]",White
9879,1,[33545],White
9880,2,"[5706, 34584]",White
9881,2,"[24393, 29486]",White
9882,2,"[896, 41618]",White
9883,2,"[31575, 31235]",White
9884,4,"[13220, 463, 15178, 18156]",White
9885,2,"[44303, 35041]",White
9886,2,"[15289, 28193]",White
9887,5,"[31632, 43438, 8455, 38468, 27236]",White
9888,1,[22125],White
9889,6,"[21660, 33079, 11407, 34200, 6468, 15894]",White
9890,2,"[43394, 35871]",White
9891,3,"[27552, 28530, 36364]",White
9892,1,[5485],White
9893,2,"[37243, 42932]",White
9894,1,[10387],White
9895,3,"[38704, 38302, 21166]",White
9896,5,"[3401, 24309, 6060, 20413, 34340]",White
9897,2,"[22476, 8755]",White
9898,3,"[8140, 42019, 13207]",White
9899,3,"[11186, 41195, 19740]",White
9900,3,"[11449, 3877, 11082]",White
9901,1,[24151],White
9902,3,"[38174, 22105, 11869]",White
9903,1,[20065],White
9904,2,"[10345, 30681]",White
9905,2,"[27214, 33222]",White
9906,4,"[14323, 43601, 25483, 34080]",White
9907,6,"[25570, 8956, 38963, 9800, 31975, 6265]",White
9908,5,"[13600, 20443, 24631, 4865, 10530]",White
9909,3,"[26039, 22283, 31954]",White
9910,2,"[43323, 17277]",White
9911,7,"[28616, 18896, 42560, 27906, 41304, 32818, 24676]",White
9912,3,"[6222, 16583, 27733]",White
9913,3,"[28759, 44546, 40969]",White
9914,2,"[35115, 14575]",White
9915,3,"[20540, 36, 35145]",White
9916,4,"[38685, 36007, 13458, 15658]",White
9917,4,"[20, 9654, 7718, 5343]",White
9918,4,"[24807, 4251, 12732, 5]",White
9919,3,"[17056, 31894, 24043]",White
9920,1,[16634],White
9921,4,"[14268, 11936, 36272, 2127]",White
9922,2,"[26660, 581]",White
9923,1,[43847],White
9924,1,[25407],White
9925,2,"[28745, 4655]",White
9926,4,"[29129, 1381, 19699, 41721]",White
9927,5,"[2269, 36268, 14041, 35232, 34088]",White
9928,4,"[17989, 33582, 23489, 6202]",White
9929,5,"[25368, 23741, 39404, 40829, 26412]",White
9930,2,"[37700, 16188]",White
9931,3,"[17786, 5857, 24181]",White
9932,2,"[34298, 25664]",White
9933,5,"[24055, 13737, 41556, 15159, 4612]",White
9934,4,"[7754, 22739, 43799, 42901]",White
9935,2,"[19117, 39598]",White
9936,1,[11664],White
9937,2,"[9686, 17030]",White
9938,1,[5738],White
9939,1,[31242],White
9940,1,[26425],White
9941,3,"[3308, 25764, 32321]",White
9942,2,"[40112, 29271]",White
9943,3,"[25720, 33836, 18484]",White
9944,5,"[3404, 2153, 36476, 9018, 29824]",White
9945,3,"[6765, 5888, 36625]",White
9946,1,[35451],White
9947,1,[18720],White
9948,2,"[18390, 13294]",White
9949,4,"[33555, 36334, 43464, 40879]",White
9950,1,[35297],White
9951,2,"[32661, 25747]",White
9952,1,[25972],White
9953,2,"[30719, 43507]",White
9954,4,"[6503, 179, 26052, 33289]",White
9955,3,"[9195, 9273, 42053]",White
9956,1,[34842],White
9957,2,"[26010, 791]",White
9958,1,[42298],White
9959,2,"[11090, 38365]",White
9960,1,[34727],White
9961,3,"[41991, 24344, 18833]",White
9962,4,"[27866, 22960, 10768, 27084]",White
9963,3,"[14440, 1565, 24621]",White
9964,1,[33844],White
9965,3,"[40761, 36108, 32464]",White
9966,4,"[17151, 27273, 26681, 23292]",White
9967,2,"[28856, 23377]",White
9968,2,"[24672, 42827]",White
9969,2,"[14705, 612]",White
9970,1,[29208],White
9971,4,"[16865, 35256, 3326, 20880]",White
9972,2,"[3003, 28999]",White
9973,1,[32175],White
9974,3,"[14263, 19738, 41134]",White
9975,2,"[10084, 31268]",White
9976,2,"[20406, 223]",White
9977,5,"[4634, 24128, 22173, 1880, 44163]",White
9978,2,"[21865, 21696]",White
9979,2,"[15338, 34024]",White
9980,1,[26489],White
9981,1,[9978],White
9982,2,"[31312, 13881]",White
9983,2,"[20150, 16016]",White
9984,4,"[19454, 20966, 3978, 8090]",White
9985,2,"[21216, 33249]",White
9986,2,"[26032, 5506]",White
9987,2,"[31544, 26519]",White
9988,3,"[24311, 24534, 33840]",White
9989,2,"[8892, 16379]",White
9990,3,"[22574, 28876, 40738]",White
9991,1,[18873],White
9992,4,"[5445, 10443, 39810, 19015]",White
9993,4,"[16696, 16170, 32423, 29603]",White
9994,1,[13372],White
9995,2,"[19508, 16598]",White
9996,1,[15954],White
9997,3,"[43082, 22837, 1956]",White
9998,3,"[3442, 13074, 15016]",White
9999,1,[1169],White
10000,2,"[11035, 5835]",White
10001,1,[40844],White
10002,4,"[16240, 789, 1656, 6504]",White
10003,3,"[42320, 25756, 14072]",White
10004,1,[12611],White
10005,1,[35956],White
10006,1,[36617],White
10007,4,"[10080, 16755, 21520, 3452]",White
10008,3,"[11591, 1066, 34537]",White
10009,5,"[31613, 18706, 4927, 7293, 25696]",White
10010,1,[24711],White
10011,2,"[11166, 26376]",White
10012,3,"[11921, 10313, 5575]",White
10013,1,[35993],White
10014,2,"[42679, 18526]",White
10015,4,"[4645, 43322, 30695, 2819]",White
10016,4,"[4713, 18749, 21762, 39569]",White
10017,1,[23549],White
10018,3,"[30706, 20269, 29440]",White
10019,2,"[14880, 23346]",White
10020,1,[23484],White
10021,1,[22208],White
10022,2,"[3081, 36985]",White
10023,2,"[42805, 44398]",White
10024,3,"[4537, 9403, 1018]",White
10025,3,"[8185, 28662, 23029]",White
10026,1,[16380],White
10027,6,"[17233, 11004, 15450, 21338, 18436, 9594]",White
10028,4,"[29503, 26975, 24912, 34774]",White
10029,1,[30679],White
10030,1,[1275],White
10031,4,"[12821, 23857, 12537, 3876]",White
10032,1,[5936],White
10033,5,"[31427, 42517, 6696, 42455, 19428]",White
10034,3,"[23075, 43990, 23140]",White
10035,5,"[1965, 6965, 15620, 23337, 32864]",White
10036,1,[155],White
10037,3,"[42102, 31125, 34166]",White
10038,3,"[10290, 26801, 25030]",White
10039,1,[35586],White
10040,1,[8494],White
10041,2,"[7630, 15639]",White
10042,1,[31755],White
10043,3,"[1892, 21559, 32606]",White
10044,2,"[8460, 31336]",White
10045,1,[35231],White
10046,3,"[34123, 26002, 12122]",White
10047,1,[41866],White
10048,3,"[36762, 9263, 21349]",White
10049,2,"[15807, 31013]",White
10050,1,[19614],White
10051,1,[42248],White
10052,4,"[20210, 20152, 14913, 26671]",White
10053,3,"[10457, 23732, 6971]",White
10054,2,"[19674, 1801]",White
10055,3,"[3176, 17857, 26444]",White
10056,2,"[44175, 14917]",White
10057,2,"[436, 22568]",White
10058,1,[22048],White
10059,1,[29403],White
10060,4,"[26307, 12236, 33828, 40602]",White
10061,2,"[31783, 39422]",White
10062,3,"[6439, 13336, 10110]",White
10063,1,[10327],White
10064,2,"[36321, 6852]",White
10065,4,"[37399, 4181, 5199, 2607]",White
10066,1,[19128],White
10067,3,"[14212, 19009, 1270]",White
10068,2,"[21091, 20196]",White
10069,4,"[37633, 41948, 44460, 8098]",White
10070,3,"[14816, 37992, 33220]",White
10071,2,"[36542, 6947]",White
10072,2,"[37724, 31191]",White
10073,2,"[10710, 10304]",White
10074,3,"[9031, 19402, 19378]",White
10075,3,"[25293, 13927, 30508]",White
10076,3,"[8608, 14809, 18508]",White
10077,5,"[31785, 42258, 25438, 33348, 14043]",White
10078,1,[8753],White
10079,1,[9802],White
10080,2,"[33468, 9404]",White
10081,1,[18430],White
10082,4,"[39723, 4450, 30974, 43757]",White
10083,5,"[15464, 22210, 21555, 8667, 40303]",White
10084,1,[38502],White
10085,3,"[28089, 3122, 24680]",White
10086,3,"[31887, 42503, 2717]",White
10087,2,"[24940, 36299]",White
10088,3,"[44374, 2940, 6757]",White
10089,2,"[2406, 282]",White
10090,2,"[18735, 31488]",White
10091,1,[18443],White
10092,2,"[23728, 1277]",White
10093,1,[24556],White
10094,1,[17309],White
10095,2,"[42592, 44216]",White
10096,1,[10099],White
10097,2,"[16669, 42189]",White
10098,2,"[9157, 18175]",White
10099,1,[9567],White
10100,4,"[23015, 30230, 24146, 7464]",White
10101,2,"[39025, 43803]",White
10102,2,"[21691, 10320]",White
10103,3,"[42336, 19515, 7750]",White
10104,1,[27904],White
10105,1,[31756],White
10106,3,"[36301, 29149, 20849]",White
10107,2,"[40518, 8167]",White
10108,1,[2057],White
10109,4,"[3669, 12178, 5082, 30882]",White
10110,2,"[22704, 7830]",White
10111,2,"[20661, 23633]",White
10112,2,"[33327, 14199]",White
10113,3,"[15421, 10383, 7457]",White
10114,1,[44006],White
10115,1,[20247],White
10116,7,"[12857, 32088, 7651, 32255, 28498, 36130, 42912]",White
10117,1,[39173],White
10118,1,[21971],White
10119,5,"[42315, 13533, 7371, 17767, 12372]",White
10120,1,[10904],White
10121,6,"[7952, 30640, 26458, 18195, 2015, 19690]",White
10122,2,"[40232, 25320]",White
10123,3,"[29209, 37907, 4239]",White
10124,3,"[22811, 29891, 6064]",White
10125,2,"[14823, 1531]",White
10126,1,[30133],White
10127,2,"[33325, 38423]",White
10128,4,"[11456, 21432, 43056, 9450]",White
10129,1,[25745],White
10130,2,"[12049, 5221]",White
10131,1,[42985],White
10132,4,"[18532, 16489, 22135, 6377]",White
10133,2,"[10822, 2257]",White
10134,6,"[28661, 38833, 36213, 37225, 19061, 41010]",White
10135,4,"[11238, 30403, 30112, 39732]",White
10136,6,"[13641, 25988, 18863, 9547, 33466, 5071]",White
10137,4,"[38800, 20963, 44501, 13672]",White
10138,5,"[31348, 7612, 26806, 31724, 5717]",White
10139,1,[14874],White
10140,1,[7525],White
10141,3,"[39198, 29041, 10976]",White
10142,1,[27505],White
10143,2,"[14468, 1305]",White
10144,5,"[8124, 14824, 40575, 1770, 23098]",White
10145,2,"[24455, 8130]",White
10146,1,[28701],White
10147,2,"[24945, 22324]",White
10148,4,"[9457, 43267, 15416, 23378]",White
10149,2,"[23902, 32180]",White
10150,2,"[20616, 27793]",White
10151,1,[5513],White
10152,3,"[40808, 2180, 24346]",White
10153,2,"[31002, 42694]",White
10154,1,[23697],White
10155,2,"[23388, 16957]",White
10156,2,"[13293, 39924]",White
10157,1,[41990],White
10158,2,"[30470, 24965]",White
10159,1,[12629],White
10160,2,"[21611, 25295]",White
10161,1,[16149],White
10162,3,"[7892, 18970, 23704]",White
10163,2,"[4782, 40524]",White
10164,1,[39120],White
10165,1,[10586],White
10166,1,[9675],White
10167,1,[25150],White
10168,1,[23491],White
10169,2,"[42826, 32083]",White
10170,1,[20102],White
10171,1,[37240],White
10172,1,[25066],White
10173,1,[39895],White
10174,3,"[15676, 38492, 29955]",White
10175,2,"[6594, 30254]",White
10176,1,[2267],White
10177,5,"[8240, 11818, 40172, 2075, 5473]",White
10178,1,[13880],White
10179,1,[25410],White
10180,3,"[23462, 25332, 24263]",White
10181,4,"[35105, 31734, 17886, 14500]",White
10182,1,[13686],White
10183,3,"[22156, 22654, 3427]",White
10184,2,"[38469, 17072]",White
10185,3,"[33522, 31541, 39910]",White
10186,2,"[20786, 6155]",White
10187,1,[794],White
10188,1,[20901],White
10189,3,"[6235, 24957, 12813]",White
10190,3,"[25132, 32016, 3541]",White
10191,1,[32562],White
10192,2,"[5910, 39728]",White
10193,2,"[16125, 42573]",White
10194,2,"[42437, 34214]",White
10195,1,[40277],White
10196,2,"[38248, 3772]",White
10197,2,"[39566, 38718]",White
10198,4,"[16169, 18886, 2491, 4476]",White
10199,4,"[687, 5619, 35867, 34859]",White
10200,1,[36919],White
10201,2,"[29480, 6617]",White
10202,2,"[37977, 7145]",White
10203,1,[19292],White
10204,3,"[24024, 5408, 2949]",White
10205,1,[32455],White
10206,3,"[5947, 37245, 15870]",White
10207,2,"[2375, 28032]",White
10208,7,"[43855, 21033, 10422, 42924, 33865, 22470, 27644]",White
10209,2,"[19460, 13395]",White
10210,2,"[1059, 20180]",White
10211,2,"[845, 40895]",White
10212,2,"[6433, 6700]",White
10213,2,"[39409, 33437]",White
10214,2,"[8827, 34816]",White
10215,2,"[17493, 15793]",White
10216,2,"[17605, 35992]",White
10217,2,"[28679, 2779]",White
10218,2,"[22177, 10007]",White
10219,3,"[33850, 38619, 37123]",White
10220,2,"[34906, 34893]",White
10221,1,[30091],White
10222,5,"[39788, 23551, 16985, 56, 39111]",White
10223,3,"[35701, 25268, 12044]",White
10224,4,"[32556, 8704, 17192, 24694]",White
10225,1,[23169],White
10226,3,"[24033, 34666, 18521]",White
10227,2,"[17146, 5744]",White
10228,2,"[34095, 16750]",White
10229,4,"[16274, 17554, 39796, 5898]",White
10230,1,[29595],White
10231,2,"[17077, 19803]",White
10232,2,"[14959, 14066]",White
10233,1,[26983],White
10234,2,"[38192, 30874]",White
10235,3,"[39685, 9640, 5183]",White
10236,2,"[20197, 42638]",White
10237,3,"[33404, 35372, 41703]",White
10238,3,"[4743, 39040, 14351]",White
10239,1,[15471],White
10240,4,"[11195, 36377, 16177, 40755]",White
10241,3,"[5376, 15633, 16809]",White
10242,1,[3787],White
10243,4,"[35416, 22943, 16682, 25945]",White
10244,1,[42549],White
10245,2,"[38268, 5887]",White
10246,1,[41083],White
10247,2,"[9028, 22161]",White
10248,4,"[37836, 21783, 26139, 37099]",White
10249,2,"[10026, 34372]",White
10250,1,[445],White
10251,2,"[32304, 16739]",White
10252,2,"[44353, 29036]",White
10253,2,"[31447, 26237]",White
10254,2,"[3089, 2935]",White
10255,1,[250],White
10256,4,"[38004, 15940, 289, 8944]",White
10257,1,[39963],White
10258,2,"[27218, 36075]",White
10259,3,"[14338, 8230, 24870]",White
10260,1,[6595],White
10261,2,"[39875, 36944]",White
10262,2,"[36900, 18555]",White
10263,1,[15253],White
10264,2,"[31116, 35447]",White
10265,2,"[21503, 10871]",White
10266,3,"[40776, 3699, 31491]",White
10267,1,[43362],White
10268,2,"[37717, 29661]",White
10269,2,"[26875, 40729]",White
10270,2,"[14539, 9903]",White
10271,3,"[9168, 21895, 38149]",White
10272,2,"[12617, 26791]",White
10273,1,[14572],White
10274,5,"[16264, 18189, 4205, 16185, 24204]",White
10275,2,"[14707, 40737]",White
10276,2,"[36449, 6846]",White
10277,5,"[35349, 24342, 40700, 32598, 22619]",White
10278,3,"[32212, 34105, 28817]",White
10279,1,[40942],White
10280,1,[1663],White
10281,3,"[26591, 35437, 1076]",White
10282,3,"[20960, 13828, 38117]",White
10283,1,[4917],White
10284,1,[40209],White
10285,2,"[23581, 43334]",White
10286,1,[13155],White
10287,6,"[16992, 29949, 29125, 14833, 4496, 31979]",White
10288,5,"[12331, 16423, 10772, 28940, 2991]",White
10289,4,"[31212, 16624, 33911, 16639]",White
10290,2,"[18804, 454]",White
10291,3,"[2343, 17088, 3892]",White
10292,2,"[8024, 23897]",White
10293,3,"[13556, 21255, 10]",White
10294,5,"[44240, 24335, 17885, 29804, 42177]",White
10295,1,[136],White
10296,1,[5653],White
10297,3,"[41288, 30079, 11365]",White
10298,2,"[27460, 38348]",White
10299,4,"[24622, 40424, 39535, 3044]",White
10300,4,"[26589, 5868, 19752, 15582]",White
10301,2,"[19566, 36882]",White
10302,1,[21108],White
10303,2,"[11222, 233]",White
10304,2,"[34843, 16742]",White
10305,1,[15122],White
10306,2,"[16019, 35853]",White
10307,1,[33036],White
10308,3,"[23243, 24803, 41925]",White
10309,1,[31592],White
10310,3,"[8856, 7833, 6445]",White
10311,2,"[32928, 37317]",White
10312,3,"[2558, 41936, 40530]",White
10313,2,"[19106, 37735]",White
10314,2,"[2447, 25608]",White
10315,5,"[842, 31157, 18131, 2479, 36328]",White
10316,1,[23570],White
10317,2,"[1928, 14941]",White
10318,1,[12870],White
10319,4,"[35185, 21290, 24667, 23691]",White
10320,3,"[18725, 32995, 2705]",White
10321,2,"[25824, 17338]",White
10322,1,[14615],White
10323,1,[32150],White
10324,4,"[19988, 14780, 23105, 1505]",White
10325,1,[21333],White
10326,3,"[12157, 11995, 35238]",White
10327,2,"[20472, 29142]",White
10328,3,"[18622, 27712, 3849]",White
10329,1,[3306],White
10330,2,"[43924, 27339]",White
10331,7,"[11327, 13684, 43677, 19629, 6324, 21594, 23296]",White
